,Quarter,Minute,Point Differential,Wins,Losses,key,N
0,1,0,-26,0,60,10-26,60
1,1,0,-23,4,56,10-23,60
2,1,0,-22,7,53,10-22,60
3,1,0,-21,3,57,10-21,60
4,1,0,-20,4,56,10-20,60
5,1,0,-19,4,56,10-19,60
6,1,0,-18,8,52,10-18,60
7,1,0,-17,2,69,10-17,71
8,1,0,-16,6,54,10-16,60
9,1,0,-15,10,61,10-15,71
10,1,0,-14,15,60,10-14,75
11,1,0,-13,13,87,10-13,100
12,1,0,-12,15,97,10-12,112
13,1,0,-11,31,139,10-11,170
14,1,0,-10,25,130,10-10,155
15,1,0,-9,34,151,10-9,185
16,1,0,-8,49,160,10-8,209
17,1,0,-7,68,156,10-7,224
18,1,0,-6,67,219,10-6,286
19,1,0,-5,96,237,10-5,333
20,1,0,-4,110,240,10-4,350
21,1,0,-3,106,241,10-3,347
22,1,0,-2,134,237,10-2,371
23,1,0,-1,109,192,10-1,301
24,1,0,1,117,203,101,320
25,1,0,2,119,169,102,288
26,1,0,3,129,139,103,268
27,1,0,4,147,106,104,253
28,1,0,5,122,108,105,230
29,1,0,6,122,75,106,197
30,1,0,7,99,74,107,173
31,1,0,8,95,66,108,161
32,1,0,9,70,55,109,125
33,1,0,10,69,41,1010,110
34,1,0,11,53,30,1011,83
35,1,0,12,44,22,1012,66
36,1,0,13,42,18,1013,60
37,1,0,14,39,21,1014,60
38,1,0,15,39,21,1015,60
39,1,0,16,47,13,1016,60
40,1,0,17,43,17,1017,60
41,1,0,18,49,11,1018,60
42,1,0,19,55,5,1019,60
43,1,0,20,55,5,1020,60
44,1,0,21,55,5,1021,60
45,1,0,22,54,6,1022,60
46,1,0,23,59,1,1023,60
47,1,0,24,59,1,1024,60
48,1,0,25,60,0,1025,60
49,1,0,26,60,0,1026,60
50,1,1,-28,0,60,11-28,60
51,1,1,-26,0,60,11-26,60
52,1,1,-25,0,60,11-25,60
53,1,1,-23,3,57,11-23,60
54,1,1,-22,4,56,11-22,60
55,1,1,-21,4,56,11-21,60
56,1,1,-20,4,56,11-20,60
57,1,1,-19,3,57,11-19,60
58,1,1,-18,7,53,11-18,60
59,1,1,-17,4,56,11-17,60
60,1,1,-16,8,52,11-16,60
61,1,1,-15,7,53,11-15,60
62,1,1,-14,6,54,11-14,60
63,1,1,-13,8,52,11-13,60
64,1,1,-12,9,51,11-12,60
65,1,1,-11,10,68,11-11,78
66,1,1,-10,25,87,11-10,112
67,1,1,-9,33,99,11-9,132
68,1,1,-8,38,123,11-8,161
69,1,1,-7,56,140,11-7,196
70,1,1,-6,48,144,11-6,192
71,1,1,-5,51,140,11-5,191
72,1,1,-4,62,144,11-4,206
73,1,1,-3,80,143,11-3,223
74,1,1,-2,75,157,11-2,232
75,1,1,-1,62,145,11-1,207
76,1,1,1,75,105,111,180
77,1,1,2,104,98,112,202
78,1,1,3,76,78,113,154
79,1,1,4,87,78,114,165
80,1,1,5,73,66,115,139
81,1,1,6,65,61,116,126
82,1,1,7,72,61,117,133
83,1,1,8,58,45,118,103
84,1,1,9,62,42,119,104
85,1,1,10,49,31,1110,80
86,1,1,11,41,19,1111,60
87,1,1,12,42,18,1112,60
88,1,1,13,43,17,1113,60
89,1,1,14,36,24,1114,60
90,1,1,15,43,17,1115,60
91,1,1,16,44,16,1116,60
92,1,1,17,47,13,1117,60
93,1,1,18,55,5,1118,60
94,1,1,19,57,3,1119,60
95,1,1,20,57,3,1120,60
96,1,1,21,54,6,1121,60
97,1,1,22,54,6,1122,60
98,1,1,23,57,3,1123,60
99,1,1,24,56,4,1124,60
100,1,1,27,59,1,1127,60
101,1,2,-24,1,59,12-24,60
102,1,2,-23,4,56,12-23,60
103,1,2,-22,2,58,12-22,60
104,1,2,-21,1,59,12-21,60
105,1,2,-20,3,57,12-20,60
106,1,2,-19,5,55,12-19,60
107,1,2,-18,4,56,12-18,60
108,1,2,-17,5,55,12-17,60
109,1,2,-16,2,58,12-16,60
110,1,2,-15,6,54,12-15,60
111,1,2,-14,10,50,12-14,60
112,1,2,-13,8,52,12-13,60
113,1,2,-12,12,54,12-12,66
114,1,2,-11,11,61,12-11,72
115,1,2,-10,16,83,12-10,99
116,1,2,-9,35,104,12-9,139
117,1,2,-8,31,122,12-8,153
118,1,2,-7,43,111,12-7,154
119,1,2,-6,49,130,12-6,179
120,1,2,-5,57,132,12-5,189
121,1,2,-4,56,159,12-4,215
122,1,2,-3,55,144,12-3,199
123,1,2,-2,68,144,12-2,212
124,1,2,-1,69,130,12-1,199
125,1,2,1,88,106,121,194
126,1,2,2,85,112,122,197
127,1,2,3,85,79,123,164
128,1,2,4,72,80,124,152
129,1,2,5,63,66,125,129
130,1,2,6,55,61,126,116
131,1,2,7,59,56,127,115
132,1,2,8,52,50,128,102
133,1,2,9,50,44,129,94
134,1,2,10,37,28,1210,65
135,1,2,11,37,23,1211,60
136,1,2,12,40,20,1212,60
137,1,2,13,39,21,1213,60
138,1,2,14,40,20,1214,60
139,1,2,15,41,19,1215,60
140,1,2,16,43,17,1216,60
141,1,2,17,49,11,1217,60
142,1,2,18,54,6,1218,60
143,1,2,19,47,13,1219,60
144,1,2,20,54,6,1220,60
145,1,2,21,58,2,1221,60
146,1,2,22,49,11,1222,60
147,1,2,23,59,1,1223,60
148,1,2,25,59,1,1225,60
149,1,2,26,59,1,1226,60
150,1,2,28,56,4,1228,60
151,1,3,-22,2,58,13-22,60
152,1,3,-21,5,55,13-21,60
153,1,3,-20,6,54,13-20,60
154,1,3,-19,5,55,13-19,60
155,1,3,-18,3,57,13-18,60
156,1,3,-17,4,56,13-17,60
157,1,3,-16,14,46,13-16,60
158,1,3,-15,8,52,13-15,60
159,1,3,-14,6,54,13-14,60
160,1,3,-13,8,52,13-13,60
161,1,3,-12,10,51,13-12,61
162,1,3,-11,12,60,13-11,72
163,1,3,-10,15,84,13-10,99
164,1,3,-9,25,83,13-9,108
165,1,3,-8,36,110,13-8,146
166,1,3,-7,47,117,13-7,164
167,1,3,-6,47,140,13-6,187
168,1,3,-5,63,141,13-5,204
169,1,3,-4,66,141,13-4,207
170,1,3,-3,64,135,13-3,199
171,1,3,-2,73,139,13-2,212
172,1,3,-1,99,122,13-1,221
173,1,3,1,94,123,131,217
174,1,3,2,96,107,132,203
175,1,3,3,75,96,133,171
176,1,3,4,92,78,134,170
177,1,3,5,75,93,135,168
178,1,3,6,78,57,136,135
179,1,3,7,68,52,137,120
180,1,3,8,68,37,138,105
181,1,3,9,50,29,139,79
182,1,3,10,39,21,1310,60
183,1,3,11,41,23,1311,64
184,1,3,12,39,21,1312,60
185,1,3,13,38,22,1313,60
186,1,3,14,43,17,1314,60
187,1,3,15,44,16,1315,60
188,1,3,16,36,24,1316,60
189,1,3,17,53,7,1317,60
190,1,3,18,54,6,1318,60
191,1,3,19,55,5,1319,60
192,1,3,20,55,5,1320,60
193,1,3,22,52,8,1322,60
194,1,3,24,58,2,1324,60
195,1,3,25,60,0,1325,60
196,1,4,-22,3,57,14-22,60
197,1,4,-20,4,56,14-20,60
198,1,4,-19,5,55,14-19,60
199,1,4,-18,3,57,14-18,60
200,1,4,-17,5,55,14-17,60
201,1,4,-16,7,53,14-16,60
202,1,4,-15,7,53,14-15,60
203,1,4,-14,9,51,14-14,60
204,1,4,-13,8,52,14-13,60
205,1,4,-12,6,54,14-12,60
206,1,4,-11,9,54,14-11,63
207,1,4,-10,21,83,14-10,104
208,1,4,-9,17,66,14-9,83
209,1,4,-8,36,101,14-8,137
210,1,4,-7,39,108,14-7,147
211,1,4,-6,56,149,14-6,205
212,1,4,-5,48,133,14-5,181
213,1,4,-4,77,171,14-4,248
214,1,4,-3,78,147,14-3,225
215,1,4,-2,74,181,14-2,255
216,1,4,-1,72,153,14-1,225
217,1,4,1,100,131,141,231
218,1,4,2,91,110,142,201
219,1,4,3,91,125,143,216
220,1,4,4,79,92,144,171
221,1,4,5,63,79,145,142
222,1,4,6,63,62,146,125
223,1,4,7,53,52,147,105
224,1,4,8,60,33,148,93
225,1,4,9,60,30,149,90
226,1,4,10,48,20,1410,68
227,1,4,11,38,22,1411,60
228,1,4,12,36,24,1412,60
229,1,4,13,37,23,1413,60
230,1,4,14,39,21,1414,60
231,1,4,15,39,21,1415,60
232,1,4,16,49,11,1416,60
233,1,4,17,50,10,1417,60
234,1,4,18,45,15,1418,60
235,1,4,21,56,4,1421,60
236,1,4,23,57,3,1423,60
237,1,4,26,59,1,1426,60
238,1,5,-21,4,56,15-21,60
239,1,5,-20,7,53,15-20,60
240,1,5,-19,5,55,15-19,60
241,1,5,-18,5,55,15-18,60
242,1,5,-17,8,52,15-17,60
243,1,5,-16,7,53,15-16,60
244,1,5,-15,8,52,15-15,60
245,1,5,-14,9,51,15-14,60
246,1,5,-13,11,49,15-13,60
247,1,5,-12,7,53,15-12,60
248,1,5,-11,9,54,15-11,63
249,1,5,-10,14,60,15-10,74
250,1,5,-9,23,63,15-9,86
251,1,5,-8,27,99,15-8,126
252,1,5,-7,42,112,15-7,154
253,1,5,-6,36,159,15-6,195
254,1,5,-5,54,130,15-5,184
255,1,5,-4,52,139,15-4,191
256,1,5,-3,66,149,15-3,215
257,1,5,-2,86,147,15-2,233
258,1,5,-1,92,178,15-1,270
259,1,5,1,86,131,151,217
260,1,5,2,101,133,152,234
261,1,5,3,85,96,153,181
262,1,5,4,90,96,154,186
263,1,5,5,77,84,155,161
264,1,5,6,68,56,156,124
265,1,5,7,70,46,157,116
266,1,5,8,48,31,158,79
267,1,5,9,39,29,159,68
268,1,5,10,41,22,1510,63
269,1,5,11,39,21,1511,60
270,1,5,12,36,24,1512,60
271,1,5,13,42,18,1513,60
272,1,5,14,44,16,1514,60
273,1,5,15,43,17,1515,60
274,1,5,16,41,19,1516,60
275,1,5,21,56,4,1521,60
276,1,5,22,55,5,1522,60
277,1,5,23,58,2,1523,60
278,1,6,-21,4,56,16-21,60
279,1,6,-19,2,58,16-19,60
280,1,6,-18,9,51,16-18,60
281,1,6,-17,6,54,16-17,60
282,1,6,-16,5,55,16-16,60
283,1,6,-15,5,55,16-15,60
284,1,6,-14,5,55,16-14,60
285,1,6,-13,7,53,16-13,60
286,1,6,-12,10,50,16-12,60
287,1,6,-11,9,51,16-11,60
288,1,6,-10,16,48,16-10,64
289,1,6,-9,20,66,16-9,86
290,1,6,-8,37,92,16-8,129
291,1,6,-7,44,94,16-7,138
292,1,6,-6,44,130,16-6,174
293,1,6,-5,52,151,16-5,203
294,1,6,-4,70,161,16-4,231
295,1,6,-3,80,180,16-3,260
296,1,6,-2,85,172,16-2,257
297,1,6,-1,81,182,16-1,263
298,1,6,1,95,156,161,251
299,1,6,2,101,156,162,257
300,1,6,3,89,124,163,213
301,1,6,4,96,106,164,202
302,1,6,5,84,72,165,156
303,1,6,6,70,71,166,141
304,1,6,7,58,58,167,116
305,1,6,8,47,34,168,81
306,1,6,9,32,28,169,60
307,1,6,10,37,23,1610,60
308,1,6,11,37,23,1611,60
309,1,6,12,39,21,1612,60
310,1,6,13,40,20,1613,60
311,1,6,14,42,18,1614,60
312,1,6,15,43,17,1615,60
313,1,6,17,45,15,1617,60
314,1,6,18,49,11,1618,60
315,1,6,19,53,7,1619,60
316,1,6,20,55,5,1620,60
317,1,7,-16,4,56,17-16,60
318,1,7,-15,12,48,17-15,60
319,1,7,-14,11,49,17-14,60
320,1,7,-13,6,54,17-13,60
321,1,7,-12,8,52,17-12,60
322,1,7,-11,14,46,17-11,60
323,1,7,-10,13,47,17-10,60
324,1,7,-9,18,51,17-9,69
325,1,7,-8,23,60,17-8,83
326,1,7,-7,40,98,17-7,138
327,1,7,-6,41,134,17-6,175
328,1,7,-5,64,167,17-5,231
329,1,7,-4,63,174,17-4,237
330,1,7,-3,89,173,17-3,262
331,1,7,-2,97,190,17-2,287
332,1,7,-1,114,177,17-1,291
333,1,7,1,110,179,171,289
334,1,7,2,120,140,172,260
335,1,7,3,98,116,173,214
336,1,7,4,105,101,174,206
337,1,7,5,75,84,175,159
338,1,7,6,66,71,176,137
339,1,7,7,41,47,177,88
340,1,7,8,35,38,178,73
341,1,7,9,36,24,179,60
342,1,7,10,34,26,1710,60
343,1,7,11,38,22,1711,60
344,1,7,12,37,23,1712,60
345,1,7,13,42,18,1713,60
346,1,7,14,37,23,1714,60
347,1,7,15,46,14,1715,60
348,1,7,16,43,17,1716,60
349,1,7,17,45,15,1717,60
350,1,8,-16,7,53,18-16,60
351,1,8,-14,6,54,18-14,60
352,1,8,-13,8,52,18-13,60
353,1,8,-12,13,47,18-12,60
354,1,8,-11,11,49,18-11,60
355,1,8,-10,10,50,18-10,60
356,1,8,-9,11,49,18-9,60
357,1,8,-8,19,56,18-8,75
358,1,8,-7,32,82,18-7,114
359,1,8,-6,39,125,18-6,164
360,1,8,-5,69,130,18-5,199
361,1,8,-4,80,181,18-4,261
362,1,8,-3,92,179,18-3,271
363,1,8,-2,109,225,18-2,334
364,1,8,-1,114,220,18-1,334
365,1,8,1,133,178,181,311
366,1,8,2,128,170,182,298
367,1,8,3,112,109,183,221
368,1,8,4,87,108,184,195
369,1,8,5,75,98,185,173
370,1,8,6,50,62,186,112
371,1,8,7,42,47,187,89
372,1,8,8,26,34,188,60
373,1,8,9,38,22,189,60
374,1,8,10,44,16,1810,60
375,1,8,11,39,21,1811,60
376,1,8,12,39,21,1812,60
377,1,8,13,42,18,1813,60
378,1,8,14,36,24,1814,60
379,1,8,15,36,24,1815,60
380,1,8,16,47,13,1816,60
381,1,9,-12,11,49,19-12,60
382,1,9,-11,11,49,19-11,60
383,1,9,-10,10,50,19-10,60
384,1,9,-9,14,46,19-9,60
385,1,9,-8,21,39,19-8,60
386,1,9,-7,27,53,19-7,80
387,1,9,-6,41,96,19-6,137
388,1,9,-5,60,122,19-5,182
389,1,9,-4,70,175,19-4,245
390,1,9,-3,82,169,19-3,251
391,1,9,-2,125,267,19-2,392
392,1,9,-1,136,224,19-1,360
393,1,9,1,134,194,191,328
394,1,9,2,159,201,192,360
395,1,9,3,121,134,193,255
396,1,9,4,99,119,194,218
397,1,9,5,83,85,195,168
398,1,9,6,47,42,196,89
399,1,9,7,36,38,197,74
400,1,9,8,35,25,198,60
401,1,9,9,31,29,199,60
402,1,9,10,41,19,1910,60
403,1,9,11,41,19,1911,60
404,1,9,12,41,19,1912,60
405,1,10,-11,10,50,110-11,60
406,1,10,-10,16,44,110-10,60
407,1,10,-9,13,47,110-9,60
408,1,10,-8,16,44,110-8,60
409,1,10,-7,23,37,110-7,60
410,1,10,-6,27,52,110-6,79
411,1,10,-5,46,79,110-5,125
412,1,10,-4,88,181,110-4,269
413,1,10,-3,85,153,110-3,238
414,1,10,-2,160,308,110-2,468
415,1,10,-1,133,194,110-1,327
416,1,10,1,136,174,1101,310
417,1,10,2,158,237,1102,395
418,1,10,3,91,118,1103,209
419,1,10,4,78,125,1104,203
420,1,10,5,50,53,1105,103
421,1,10,6,31,30,1106,61
422,1,10,7,34,26,1107,60
423,1,10,8,31,29,1108,60
424,1,10,9,35,25,1109,60
425,1,11,-6,18,42,111-6,60
426,1,11,-5,21,39,111-5,60
427,1,11,-4,30,53,111-4,83
428,1,11,-3,65,101,111-3,166
429,1,11,-2,235,489,111-2,724
430,1,11,-1,76,130,111-1,206
431,1,11,1,74,119,1111,193
432,1,11,2,239,354,1112,593
433,1,11,3,76,79,1113,155
434,1,11,4,33,32,1114,65
435,1,11,5,28,32,1115,60
436,1,11,6,28,32,1116,60
437,2,0,-38,0,60,20-38,60
438,2,0,-37,0,60,20-37,60
439,2,0,-36,0,60,20-36,60
440,2,0,-34,0,60,20-34,60
441,2,0,-33,0,60,20-33,60
442,2,0,-32,0,60,20-32,60
443,2,0,-31,0,60,20-31,60
444,2,0,-30,0,60,20-30,60
445,2,0,-29,0,60,20-29,60
446,2,0,-28,0,60,20-28,60
447,2,0,-27,0,60,20-27,60
448,2,0,-26,3,57,20-26,60
449,2,0,-25,3,57,20-25,60
450,2,0,-24,2,58,20-24,60
451,2,0,-23,3,57,20-23,60
452,2,0,-22,2,58,20-22,60
453,2,0,-21,1,59,20-21,60
454,2,0,-20,1,59,20-20,60
455,2,0,-19,2,58,20-19,60
456,2,0,-18,6,62,20-18,68
457,2,0,-17,6,68,20-17,74
458,2,0,-16,8,98,20-16,106
459,2,0,-15,17,115,20-15,132
460,2,0,-14,10,121,20-14,131
461,2,0,-13,21,141,20-13,162
462,2,0,-12,15,146,20-12,161
463,2,0,-11,23,154,20-11,177
464,2,0,-10,29,178,20-10,207
465,2,0,-9,29,219,20-9,248
466,2,0,-8,42,216,20-8,258
467,2,0,-7,41,199,20-7,240
468,2,0,-6,71,212,20-6,283
469,2,0,-5,76,171,20-5,247
470,2,0,-4,87,189,20-4,276
471,2,0,-3,76,194,20-3,270
472,2,0,-2,95,195,20-2,290
473,2,0,-1,77,145,20-1,222
474,2,0,1,94,128,201,222
475,2,0,2,120,119,202,239
476,2,0,3,97,135,203,232
477,2,0,4,120,82,204,202
478,2,0,5,114,77,205,191
479,2,0,6,143,87,206,230
480,2,0,7,117,56,207,173
481,2,0,8,118,56,208,174
482,2,0,9,113,42,209,155
483,2,0,10,90,43,2010,133
484,2,0,11,69,34,2011,103
485,2,0,12,78,14,2012,92
486,2,0,13,65,9,2013,74
487,2,0,14,66,6,2014,72
488,2,0,15,46,14,2015,60
489,2,0,16,52,8,2016,60
490,2,0,17,51,9,2017,60
491,2,0,18,57,3,2018,60
492,2,0,19,55,5,2019,60
493,2,0,20,51,9,2020,60
494,2,0,21,54,6,2021,60
495,2,0,22,53,7,2022,60
496,2,0,23,52,8,2023,60
497,2,0,24,58,2,2024,60
498,2,0,25,58,2,2025,60
499,2,0,26,60,0,2026,60
500,2,0,27,58,2,2027,60
501,2,0,28,59,1,2028,60
502,2,0,29,60,0,2029,60
503,2,0,30,60,0,2030,60
504,2,0,31,60,0,2031,60
505,2,0,32,60,0,2032,60
506,2,0,33,60,0,2033,60
507,2,0,34,59,1,2034,60
508,2,0,39,60,0,2039,60
509,2,0,41,57,3,2041,60
510,2,1,-35,0,60,21-35,60
511,2,1,-34,0,60,21-34,60
512,2,1,-33,0,60,21-33,60
513,2,1,-32,0,60,21-32,60
514,2,1,-31,0,60,21-31,60
515,2,1,-30,0,60,21-30,60
516,2,1,-29,0,60,21-29,60
517,2,1,-28,0,60,21-28,60
518,2,1,-27,1,59,21-27,60
519,2,1,-26,4,56,21-26,60
520,2,1,-25,0,60,21-25,60
521,2,1,-24,2,58,21-24,60
522,2,1,-23,3,57,21-23,60
523,2,1,-22,3,57,21-22,60
524,2,1,-21,1,59,21-21,60
525,2,1,-20,1,59,21-20,60
526,2,1,-19,1,59,21-19,60
527,2,1,-18,3,57,21-18,60
528,2,1,-17,2,58,21-17,60
529,2,1,-16,5,63,21-16,68
530,2,1,-15,6,64,21-15,70
531,2,1,-14,7,65,21-14,72
532,2,1,-13,9,83,21-13,92
533,2,1,-12,14,88,21-12,102
534,2,1,-11,19,110,21-11,129
535,2,1,-10,21,114,21-10,135
536,2,1,-9,22,144,21-9,166
537,2,1,-8,33,126,21-8,159
538,2,1,-7,35,147,21-7,182
539,2,1,-6,42,141,21-6,183
540,2,1,-5,40,123,21-5,163
541,2,1,-4,51,128,21-4,179
542,2,1,-3,59,110,21-3,169
543,2,1,-2,69,120,21-2,189
544,2,1,-1,58,123,21-1,181
545,2,1,1,64,84,211,148
546,2,1,2,67,80,212,147
547,2,1,3,93,81,213,174
548,2,1,4,91,63,214,154
549,2,1,5,81,66,215,147
550,2,1,6,76,49,216,125
551,2,1,7,79,48,217,127
552,2,1,8,64,37,218,101
553,2,1,9,62,29,219,91
554,2,1,10,56,19,2110,75
555,2,1,11,52,10,2111,62
556,2,1,12,54,10,2112,64
557,2,1,13,53,9,2113,62
558,2,1,14,51,9,2114,60
559,2,1,15,54,6,2115,60
560,2,1,16,52,8,2116,60
561,2,1,17,50,10,2117,60
562,2,1,18,44,16,2118,60
563,2,1,19,56,4,2119,60
564,2,1,20,55,5,2120,60
565,2,1,21,58,2,2121,60
566,2,1,22,56,4,2122,60
567,2,1,23,59,1,2123,60
568,2,1,24,54,6,2124,60
569,2,1,25,55,5,2125,60
570,2,1,26,59,1,2126,60
571,2,1,27,59,1,2127,60
572,2,1,28,60,0,2128,60
573,2,1,29,60,0,2129,60
574,2,1,30,60,0,2130,60
575,2,1,33,60,0,2133,60
576,2,1,34,59,1,2134,60
577,2,1,41,59,1,2141,60
578,2,2,-32,0,60,22-32,60
579,2,2,-31,0,60,22-31,60
580,2,2,-30,0,60,22-30,60
581,2,2,-29,0,60,22-29,60
582,2,2,-28,0,60,22-28,60
583,2,2,-27,0,60,22-27,60
584,2,2,-26,2,58,22-26,60
585,2,2,-25,0,60,22-25,60
586,2,2,-24,2,58,22-24,60
587,2,2,-23,1,59,22-23,60
588,2,2,-22,0,60,22-22,60
589,2,2,-21,1,59,22-21,60
590,2,2,-20,2,58,22-20,60
591,2,2,-19,3,57,22-19,60
592,2,2,-18,6,54,22-18,60
593,2,2,-17,3,57,22-17,60
594,2,2,-16,8,52,22-16,60
595,2,2,-15,6,56,22-15,62
596,2,2,-14,8,82,22-14,90
597,2,2,-13,14,75,22-13,89
598,2,2,-12,12,102,22-12,114
599,2,2,-11,15,92,22-11,107
600,2,2,-10,22,110,22-10,132
601,2,2,-9,29,105,22-9,134
602,2,2,-8,32,127,22-8,159
603,2,2,-7,36,119,22-7,155
604,2,2,-6,51,135,22-6,186
605,2,2,-5,51,144,22-5,195
606,2,2,-4,47,129,22-4,176
607,2,2,-3,52,103,22-3,155
608,2,2,-2,65,110,22-2,175
609,2,2,-1,38,104,22-1,142
610,2,2,1,54,87,221,141
611,2,2,2,51,80,222,131
612,2,2,3,77,61,223,138
613,2,2,4,73,55,224,128
614,2,2,5,71,47,225,118
615,2,2,6,86,52,226,138
616,2,2,7,74,43,227,117
617,2,2,8,74,34,228,108
618,2,2,9,76,27,229,103
619,2,2,10,57,25,2210,82
620,2,2,11,50,19,2211,69
621,2,2,12,49,11,2212,60
622,2,2,13,49,11,2213,60
623,2,2,14,56,4,2214,60
624,2,2,15,51,9,2215,60
625,2,2,16,52,8,2216,60
626,2,2,17,54,6,2217,60
627,2,2,18,54,6,2218,60
628,2,2,19,54,6,2219,60
629,2,2,20,55,5,2220,60
630,2,2,21,53,7,2221,60
631,2,2,22,54,6,2222,60
632,2,2,23,56,4,2223,60
633,2,2,24,54,6,2224,60
634,2,2,25,56,4,2225,60
635,2,2,26,59,1,2226,60
636,2,2,27,59,1,2227,60
637,2,2,28,60,0,2228,60
638,2,2,29,60,0,2229,60
639,2,2,30,60,0,2230,60
640,2,2,37,59,1,2237,60
641,2,2,38,59,1,2238,60
642,2,2,39,57,3,2239,60
643,2,2,40,60,0,2240,60
644,2,3,-31,0,60,23-31,60
645,2,3,-30,0,60,23-30,60
646,2,3,-29,0,60,23-29,60
647,2,3,-28,1,59,23-28,60
648,2,3,-27,2,58,23-27,60
649,2,3,-26,1,59,23-26,60
650,2,3,-25,0,60,23-25,60
651,2,3,-24,3,57,23-24,60
652,2,3,-23,2,58,23-23,60
653,2,3,-22,3,57,23-22,60
654,2,3,-21,0,60,23-21,60
655,2,3,-20,1,59,23-20,60
656,2,3,-19,3,57,23-19,60
657,2,3,-18,1,59,23-18,60
658,2,3,-17,6,54,23-17,60
659,2,3,-16,3,57,23-16,60
660,2,3,-15,7,70,23-15,77
661,2,3,-14,9,79,23-14,88
662,2,3,-13,12,81,23-13,93
663,2,3,-12,13,110,23-12,123
664,2,3,-11,10,95,23-11,105
665,2,3,-10,22,109,23-10,131
666,2,3,-9,21,119,23-9,140
667,2,3,-8,41,123,23-8,164
668,2,3,-7,30,134,23-7,164
669,2,3,-6,31,128,23-6,159
670,2,3,-5,39,116,23-5,155
671,2,3,-4,56,136,23-4,192
